"Plant_id" "Plant_sp" "Plot" "Response" "Type" "Acmaeodera_sp" "Andrena_sp" "Apis_mellifera" "Bombus_terrestris" "Buprestidae_sp1" "Buprestidae_sp2" "Chasmatopterus_sp" "Coptocephala_sp" "Curculionidae" "Dasypoda_sp" "Diptera_sp1" "Diptera_sp10" "Diptera_sp4" "Halictus_sp" "Heliotaurus_ruficollis" "Lasioglossum_sp2" "Lasioglossum_sp3" "Lasioglossum_sp4" "Lasioglossum_sp6" "Lobonyx_aeneus" "Malachius_sp" "Megachile_sp" "Mordellidae_sp1" "Mylabris_sp1" "Nustera_distigma" "Oedemera_sp" "Osmia_sp" "Paragus_tibialis" "Phthiria_sp" "Phthiria_sp1" "Phthiria_sp2" "Rhyncomyia_cupraea" "Syritta_pipiens" "Syrphidae_sp1" "Tituboea_sp" "Usia_sp" "Vespula_sp" "Xylocopa_cantabrita" "N_flowers"
"1" "471" "HHAL" "A" 22 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"2" "471" "HHAL" "A" 34 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"3" "471" "HHAL" "A" 26 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"4" "471" "HHAL" "A" 25 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"5" "471" "HHAL" "A" 24 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"6" "471" "HHAL" "A" 9 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"7" "471" "HHAL" "A" 27 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"8" "471" "HHAL" "A" 16 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"9" "471" "HHAL" "A" 6 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"10" "471" "HHAL" "A" 2 "poisson" 0 0 0 0 0 0 0.0136042729313207 0 0 0 0 0 0 0 0.00164708798862741 0.011903075061286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000548502173466744 0 0 0 0 0 3.98620765600831e-05 0 0 885
"11" "472" "HHAL" "A" 27 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"12" "472" "HHAL" "A" 17 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"13" "472" "HHAL" "A" 30 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"14" "472" "HHAL" "A" 26 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"15" "472" "HHAL" "A" 19 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"16" "472" "HHAL" "A" 28 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"17" "472" "HHAL" "A" 15 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"18" "472" "HHAL" "A" 13 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"19" "472" "HHAL" "A" 24 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"20" "472" "HHAL" "A" 17 "poisson" 0 0 0.000272487925588051 2.82853517304192e-05 0 0 0.00633444160270339 0 0 0 0 0 0 0 0.00078458282354928 0.00238073210900488 0 1.29637671513603e-05 0 0 0 0 0 0 0 0 0 0 0 0.000345955602907793 7.30902996395285e-06 0 0 0 0 0 0 0 2017
"21" "473" "HHAL" "A" 28 "poisson" 7.37253287315439e-06 0 0 0 0 0 0.00952429809126765 0 3.6862664365772e-06 0 0 0 0 0 0.000492725389638073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0593638112005856 0 0 0 0 0 0 0 0 540
"22" "473" "HHAL" "A" 10 "poisson" 7.37253287315439e-06 0 0 0 0 0 0.00952429809126765 0 3.6862664365772e-06 0 0 0 0 0 0.000492725389638073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0593638112005856 0 0 0 0 0 0 0 0 540
"23" "473" "HHAL" "A" 11 "poisson" 7.37253287315439e-06 0 0 0 0 0 0.00952429809126765 0 3.6862664365772e-06 0 0 0 0 0 0.000492725389638073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0593638112005856 0 0 0 0 0 0 0 0 540
"24" "473" "HHAL" "A" 27 "poisson" 7.37253287315439e-06 0 0 0 0 0 0.00952429809126765 0 3.6862664365772e-06 0 0 0 0 0 0.000492725389638073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0593638112005856 0 0 0 0 0 0 0 0 540
