"Plant_id" "Plant_sp" "Plot" "Response" "Type" "Andrena_sp" "Anthophora_sp" "Apis_mellifera" "Attagenus_sp" "Bombus_terrestris" "Bombylius_sp" "Cantharidae_sp" "Colletes_sp" "Dasypoda_sp" "Diptera_sp7" "Episyrphus_sp" "Eristalis_sp" "Eucera_sp" "Eupeodes_sp" "Hymenoptera_sp1" "Lasioglossum_sp1" "Lasioglossum_sp2" "Lasioglossum_sp3" "Lasioglossum_sp6" "Lobonyx_aeneus" "Malachius_sp" "Malthodes_sp" "Megachilidae_sp" "Metasyrphus_corollae" "Nitidulidae_sp1" "Paragus_tibialis" "Rhyncomyia_cupraea" "Sphaerophoria_scripta" "Syrphidae_sp1" "Syrphidae_sp2" "Syrphidae_sp3" "Syrphidae_sp4" "Xylocopa_cantabrita" "N_flowers"
"1" "106" "HCOM" "A" 3 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"2" "106" "HCOM" "A" 3 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"3" "106" "HCOM" "A" 3 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"4" "106" "HCOM" "A" 6 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"5" "106" "HCOM" "A" 3 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"6" "106" "HCOM" "A" 1 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"7" "106" "HCOM" "A" 4 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"8" "106" "HCOM" "A" 5 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"9" "106" "HCOM" "A" 4 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"10" "106" "HCOM" "A" 2 "poisson" 0.000290246273963458 0 0.0049182762494018 0 0 0 0 0 0 0 0 0 9.21612117342384e-05 0 0 0 0.0428133242138213 0 0.00203172391774421 0 0.000672653759661154 0 0 0 0 0 0 0 0 0 0 0 0 827
"11" "107" "HCOM" "A" 4 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000415361709089481 0 0 0 0.0995778914581026 0 0 0.000467264245718691 0 0 0 0 0 0 0 0 0 0 0 0 0 506
"12" "107" "HCOM" "A" 1 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000415361709089481 0 0 0 0.0995778914581026 0 0 0.000467264245718691 0 0 0 0 0 0 0 0 0 0 0 0 0 506
"13" "107" "HCOM" "A" 1 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000415361709089481 0 0 0 0.0995778914581026 0 0 0.000467264245718691 0 0 0 0 0 0 0 0 0 0 0 0 0 506
"14" "107" "HCOM" "A" 2 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000415361709089481 0 0 0 0.0995778914581026 0 0 0.000467264245718691 0 0 0 0 0 0 0 0 0 0 0 0 0 506
"15" "107" "HCOM" "A" 3 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000415361709089481 0 0 0 0.0995778914581026 0 0 0.000467264245718691 0 0 0 0 0 0 0 0 0 0 0 0 0 506
