"Plant_id" "Plant_sp" "Plot" "Response" "Type" "Anthophora_sp" "Apis_mellifera" "Bombus_terrestris" "Bombylius_sp" "Ceratina_sp" "Chalicodoma_sicula" "Chrysolina_americana" "Colletes_sp" "Diptera_sp4" "Diptera_sp9" "Episyrphus_balteatus" "Eristalis_sp" "Eucera_sp" "Eupeodes_sp" "Halictidae_sp1" "Halictus_sp2" "Halictus_sp3" "Hymenoptera_sp1" "Lasioglossum_sp1" "Lasioglossum_sp2" "Lasioglossum_sp6" "Lobonyx_aeneus" "Malachius_sp" "Metasyrphus_corollae" "Nomada_sp" "Osmia_sp" "Rhyncomyia_cupraea" "Syrphidae_sp1" "Syrphidae_sp2" "Syrphidae_sp3" "Thyreus_sp" "Vespidae" "Xylocopa_cantabrita" "N_flowers"
"53" "20" "ROFF" "B" 2 "poisson" 0 0.00181998124940508 0 0 0 4.51161741484322e-05 0 0 0 0 0 0 0.000144435617823355 0 0 0 0 0 0.00906329874524547 0.000721858786374915 0 0 0 0 0 0 0 0 0 0 0 0 0.00180124353155853 2911
"54" "20" "ROFF" "B" 3 "poisson" 0 0.00181998124940508 0 0 0 4.51161741484322e-05 0 0 0 0 0 0 0.000144435617823355 0 0 0 0 0 0.00906329874524547 0.000721858786374915 0 0 0 0 0 0 0 0 0 0 0 0 0.00180124353155853 2911
"55" "20" "ROFF" "B" 2 "poisson" 0 0.00181998124940508 0 0 0 4.51161741484322e-05 0 0 0 0 0 0 0.000144435617823355 0 0 0 0 0 0.00906329874524547 0.000721858786374915 0 0 0 0 0 0 0 0 0 0 0 0 0.00180124353155853 2911
"56" "20" "ROFF" "B" 1 "poisson" 0 0.00181998124940508 0 0 0 4.51161741484322e-05 0 0 0 0 0 0 0.000144435617823355 0 0 0 0 0 0.00906329874524547 0.000721858786374915 0 0 0 0 0 0 0 0 0 0 0 0 0.00180124353155853 2911
"57" "20" "ROFF" "B" 3 "poisson" 0 0.00181998124940508 0 0 0 4.51161741484322e-05 0 0 0 0 0 0 0.000144435617823355 0 0 0 0 0 0.00906329874524547 0.000721858786374915 0 0 0 0 0 0 0 0 0 0 0 0 0.00180124353155853 2911
"58" "21" "ROFF" "B" 4 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"59" "21" "ROFF" "B" 2 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"60" "21" "ROFF" "B" 2 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"61" "21" "ROFF" "B" 3 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"62" "21" "ROFF" "B" 3 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"63" "21" "ROFF" "B" 3 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"64" "21" "ROFF" "B" 4 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"65" "21" "ROFF" "B" 3 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"66" "21" "ROFF" "B" 4 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"67" "21" "ROFF" "B" 1 "poisson" 0 3.66184117374216e-05 0 0.000183092058687108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000501811323348449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2880
"68" "22" "ROFF" "B" 2 "poisson" 0 0.00143259003987648 0 0.00112612389705179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00227094374841433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1884
"69" "22" "ROFF" "B" 4 "poisson" 0 0.00143259003987648 0 0.00112612389705179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00227094374841433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1884
"70" "22" "ROFF" "B" 1 "poisson" 0 0.00143259003987648 0 0.00112612389705179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00227094374841433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1884
"71" "23" "ROFF" "B" 4 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"72" "23" "ROFF" "B" 4 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"73" "23" "ROFF" "B" 4 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"74" "23" "ROFF" "B" 4 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"75" "23" "ROFF" "B" 3 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"76" "23" "ROFF" "B" 4 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"77" "23" "ROFF" "B" 3 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"78" "23" "ROFF" "B" 4 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"79" "23" "ROFF" "B" 3 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"80" "23" "ROFF" "B" 3 "poisson" 0 0.00453577030440233 0 0 0 0 0 0 0 0 0 0.00167224080267559 0 0 0 0 0 0 0.000191948792510163 0 0 0 0 0 0 0 0 0 0.000157281713417266 0 0 0 0 1702
"81" "24" "ROFF" "B" 4 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"82" "24" "ROFF" "B" 2 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"83" "24" "ROFF" "B" 4 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"84" "24" "ROFF" "B" 4 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"85" "24" "ROFF" "B" 2 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"86" "24" "ROFF" "B" 2 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"87" "24" "ROFF" "B" 2 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"88" "24" "ROFF" "B" 3 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"89" "24" "ROFF" "B" 3 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0.000181647543216978 0 0 0 0 0 0.00197889152238382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2967
"90" "25" "ROFF" "B" 3 "poisson" 0 0.0165768467877523 0 0.00141376060320452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00474987076698746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 214
"91" "26" "ROFF" "B" 3 "poisson" 0 0.00233299559547692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00185296695354043 0.000163579110947532 0 0 0 0 0 0 0 0 0 0 0 0 0 2940
"92" "26" "ROFF" "B" 2 "poisson" 0 0.00233299559547692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00185296695354043 0.000163579110947532 0 0 0 0 0 0 0 0 0 0 0 0 0 2940
"93" "26" "ROFF" "B" 4 "poisson" 0 0.00233299559547692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00185296695354043 0.000163579110947532 0 0 0 0 0 0 0 0 0 0 0 0 0 2940
"94" "27" "ROFF" "B" 3 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"95" "27" "ROFF" "B" 4 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"96" "27" "ROFF" "B" 2 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"97" "27" "ROFF" "B" 3 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"98" "27" "ROFF" "B" 4 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"99" "27" "ROFF" "B" 3 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"100" "27" "ROFF" "B" 3 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"101" "27" "ROFF" "B" 2 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"102" "27" "ROFF" "B" 1 "poisson" 0 0.0038820964156584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00262184574659318 0 0 0 0 0 0 0 0 0 0 0 0 0 8.34437546686905e-05 2943
"103" "28" "ROFF" "B" 4 "poisson" 0 0.00564070767506685 0 0 0 0 0 0 0 0 0 0 9.32400932400932e-05 0 0 0 0 0 0.00234858862545971 0.00013986013986014 0 0 0 0 0.000147983721790603 0 0 0 0 0 0 0 0 2825
