"Plant_id" "Plant_sp" "Plot" "Response" "Type" "Ancistrocerus_sp" "Andrena_sp" "Anthrenus_sp" "Apis_mellifera" "Bombus_terrestris" "Bombylius_sp" "Ceratina_sp" "Chalicodoma_sicula" "Chasmatopterus_sp" "Chelostoma_sp" "Chrysolina_americana" "Dasypoda_sp" "Deilus_sp" "Diodontus_insidiosus" "Diptera_sp1" "Diptera_sp3" "Diptera_sp4" "Diptera_sp6" "Diptera_sp7" "Diptera_sp8" "Episyrphus_sp" "Eristalis_sp" "Halictidae_sp1" "Halictus_sp" "Heliotaurus_ruficollis" "Hylaeus_sp" "Lasioglossum_sp1" "Lasioglossum_sp2" "Lasioglossum_sp3" "Lasioglossum_sp6" "Lindenius_luteiventris" "Lobonyx_aeneus" "Malachius_sp" "Megachile_sp" "Megachilidae_sp" "Microlepidoptera" "Mordellidae_sp" "Mylabris_sp" "Nitidulidae_sp1" "Nomada_sp" "Nustera_distigma" "Oedemera_sp" "Phthiria_sp" "Phthiria_sp1" "Rhyncomyia_cupraea" "Scaeva_sp" "Sphaerophoria_scripta" "Syrphidae_sp3" "Syrphidae_sp4" "Syrphidae_sp5" "Tiphia_morio" "Usia_sp" "Vespidae" "Vespula_sp" "Xylocopa_cantabrita" "N_flowers"
"11" "367" "CLIB" "A" 20 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"12" "367" "CLIB" "A" 23 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"13" "367" "CLIB" "A" 20 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"14" "367" "CLIB" "A" 20 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"15" "367" "CLIB" "A" 17 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"16" "367" "CLIB" "A" 21 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"17" "367" "CLIB" "A" 15 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"18" "367" "CLIB" "A" 11 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"19" "367" "CLIB" "A" 7 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"20" "367" "CLIB" "A" 6 "poisson" 0.00264783759929391 0.00441306266548985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00088261253309797 0 0 0 0 0 0 0 0.00363597547183291 0.00135511490797241 0 0 0 0 0 0 0 0 0 0 0 0.00176522506619594 0 0 0 0.0185348631950574 0 0.00088261253309797 0 0 0 0 0 0 0 0 201
"21" "368" "CLIB" "A" 20 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"22" "368" "CLIB" "A" 21 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"23" "368" "CLIB" "A" 8 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"24" "368" "CLIB" "A" 21 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"25" "368" "CLIB" "A" 8 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"26" "368" "CLIB" "A" 22 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"27" "368" "CLIB" "A" 19 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"28" "368" "CLIB" "A" 18 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"29" "368" "CLIB" "A" 16 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"30" "368" "CLIB" "A" 15 "poisson" 0 0 0.0017825311942959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017825311942959 0 0 0 0.0807547696521883 0 0.0195758564437194 0 0 0 0 0 0 0 0 0 0 0.0032626427406199 0 0 0 0.038897338463092 0 0.0065252854812398 0 0 0 0 0 0 0 0 71
"31" "369" "CLIB" "A" 13 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"32" "369" "CLIB" "A" 18 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"33" "369" "CLIB" "A" 20 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"34" "369" "CLIB" "A" 18 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"35" "369" "CLIB" "A" 15 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"36" "369" "CLIB" "A" 12 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"37" "369" "CLIB" "A" 21 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"38" "369" "CLIB" "A" 10 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"39" "369" "CLIB" "A" 13 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"40" "369" "CLIB" "A" 16 "poisson" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4344601602161e-05 0 0 0 0 0 0 0 0 0 0 0 0.0688778248619838 0.00027726523720813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247588717503461 0 0 0 0 5.54530474416259e-05 0 0 0 0 0.0134733393768747 409
"41" "370" "CLIB" "A" 23 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"42" "370" "CLIB" "A" 27 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"43" "370" "CLIB" "A" 21 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"44" "370" "CLIB" "A" 18 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"45" "370" "CLIB" "A" 17 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"46" "370" "CLIB" "A" 25 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"47" "370" "CLIB" "A" 14 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"48" "370" "CLIB" "A" 13 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"49" "370" "CLIB" "A" 13 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"50" "370" "CLIB" "A" 8 "poisson" 0 0.01137102014295 0.00148746808141409 0.000414756842876276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000812215724496426 0 0 0 0 0.0791806875949752 0.00179463573009767 0 0 0 0 0 0 0 0 0 0 0 0.00161118066294139 0 0 0 0.00680629312523521 0.00730994152046784 0 0 0 0 0 0 0.00436484137546084 0 0 212
"51" "371" "CLIB" "A" 13 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"52" "371" "CLIB" "A" 8 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"53" "371" "CLIB" "A" 11 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"54" "371" "CLIB" "A" 11 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"55" "371" "CLIB" "A" 10 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"56" "371" "CLIB" "A" 13 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"57" "371" "CLIB" "A" 11 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"58" "371" "CLIB" "A" 7 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"59" "371" "CLIB" "A" 5 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"60" "371" "CLIB" "A" 3 "poisson" 0 0.00181402604941407 4.69218093736835e-05 0 0.00341353453512269 0 0.00095758688105973 0 0 0 0 0.00616768856800784 0 0 0 0 0 0 0 0 4.69218093736835e-05 0 0.000725610419765628 0 0 0 0 0.0332621566072529 0.000281530856242101 0 0 0 0 0 0 0 0 0 0 0 0.000211046155794272 0 0 0 0.000422092311588544 0 0.0094180949390115 0 0 0 0 0 0.000725610419765628 0.000725610419765628 0 630
"61" "372" "CLIB" "A" 18 "poisson" 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162510947857656 0 0 0 0 0 0 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33
"62" "372" "CLIB" "A" 20 "poisson" 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162510947857656 0 0 0 0 0 0 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33
"63" "372" "CLIB" "A" 17 "poisson" 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162510947857656 0 0 0 0 0 0 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33
"64" "372" "CLIB" "A" 20 "poisson" 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162510947857656 0 0 0 0 0 0 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33
"65" "372" "CLIB" "A" 18 "poisson" 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162510947857656 0 0 0 0 0 0 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33
"66" "372" "CLIB" "A" 4 "poisson" 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162510947857656 0 0 0 0 0 0 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33
"67" "372" "CLIB" "A" 24 "poisson" 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0162510947857656 0 0 0 0 0 0 0 0 0.00471475719000471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33
