"","Acmaeodera_sp","Andrena_sp","Apis_mellifera","Bombus_terrestris","Buprestidae_sp1","Buprestidae_sp2","Chasmatopterus_sp","Coptocephala_sp","Curculionidae","Dasypoda_sp","Diptera_sp1","Diptera_sp10","Diptera_sp4","Halictus_sp","Heliotaurus_ruficollis","Lasioglossum_sp2","Lasioglossum_sp3","Lasioglossum_sp4","Lasioglossum_sp6","Lobonyx_aeneus","Malachius_sp","Megachile_sp","Mordellidae_sp1","Mylabris_sp1","Nustera_distigma","Oedemera_sp","Osmia_sp","Paragus_tibialis","Phthiria_sp","Phthiria_sp1","Phthiria_sp2","Rhyncomyia_cupraea","Syritta_pipiens","Syrphidae_sp1","Tituboea_sp","Usia_sp","Vespula_sp","Xylocopa_cantabrita"
"540",0,0,0,0,0.0020241082665467,0,0.00126839060479591,0.00911160663682847,0.0808436305674403,0.035881541011837,0,0,0,0,0.000388302124137572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251091141377936,0.00152394721834648,0,0,0,0,0,0,0,0
"541",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543",0,0,0,0,0.0020241082665467,0,0.00126839060479591,0,0.0808436305674403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545",0,0,0,0,0.0020241082665467,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546",0,0,0,0.000138677764469265,0,0,0.00126839060479591,0.00911160663682847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151937840010457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548",0.00181608806215731,0,0,0,0.0020241082665467,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251091141377936,0,0.00293383514207467,0.00367517960494002,0,0,0,0,0,0
"549",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011997764062227,0,0,0,0.00152394721834648,0.00293383514207467,0,0,0,0,0,0,0
"550",0,0,0,0.000138677764469265,0,0,0.00126839060479591,0,0,0,0,0,0.00157859785763086,0,0.000388302124137572,0.00192906269795075,0,0,0,0,0,0,0,0,0,0,0,0.0159231829586751,0,0.00152394721834648,0,0,0,0,0,0,0,0.000110752202893025
"551",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554",0,0,0,0,0,0,0.00126839060479591,0,0.0808436305674403,0,0,0,0,0,0.000388302124137572,0,0,0,0,0,0,0,0,0,0,0.011997764062227,0,0,0.0251091141377936,0,0.00293383514207467,0,0,0,0,0,0,0
"555",0.00181608806215731,0,0,0,0.0020241082665467,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151937840010457,0,0,0,0,0,0,0,0,0,0,0.236643810935894,0,0,0
"556",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0.000388302124137572,0,0,0,0,0,0,0,0,0.0151937840010457,0,0,0,0,0.0251091141377936,0.00152394721834648,0,0,0,0,0,0,0,0
"557",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558",0.00181608806215731,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151937840010457,0,0.011997764062227,0,0,0.0251091141377936,0.00152394721834648,0.00293383514207467,0,0,0,0.236643810935894,0,0,0
"559",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0.00367079945985867,0,0.00192906269795075,0,0,0,0,0,0,0,0.0151937840010457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560",0,0,0.00322156547697418,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0.000388302124137572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251091141377936,0,0,0,0,0,0,0,0,0
"492",0,0,0,0,0,0,0.00126839060479591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542",0,0,0,0,0,0,0.00126839060479591,0.00911160663682847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
