"","Ancistrocerus_sp","Andrena_sp","Anthrenus_sp","Apis_mellifera","Bombus_terrestris","Bombylius_sp","Ceratina_sp","Chalicodoma_sicula","Chasmatopterus_sp","Chelostoma_sp","Chrysolina_americana","Dasypoda_sp","Deilus_sp","Diodontus_insidiosus","Diptera_sp1","Diptera_sp3","Diptera_sp4","Diptera_sp6","Diptera_sp7","Diptera_sp8","Episyrphus_sp","Eristalis_sp","Halictidae_sp1","Halictus_sp","Heliotaurus_ruficollis","Hylaeus_sp","Lasioglossum_sp1","Lasioglossum_sp2","Lasioglossum_sp3","Lasioglossum_sp6","Lindenius_luteiventris","Lobonyx_aeneus","Malachius_sp","Megachile_sp","Megachilidae_sp","Microlepidoptera","Mordellidae_sp","Mylabris_sp","Nitidulidae_sp1","Nomada_sp","Nustera_distigma","Oedemera_sp","Phthiria_sp","Phthiria_sp1","Rhyncomyia_cupraea","Scaeva_sp","Sphaerophoria_scripta","Syrphidae_sp3","Syrphidae_sp4","Syrphidae_sp5","Tiphia_morio","Usia_sp","Vespidae","Vespula_sp","Xylocopa_cantabrita","Plant_id","Plant_sp","N_flowers","Flowering_min","degree","specificity"
"418",0,0,0.0384408424128226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115322527238468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"418","CLIB",4,8400,2,0.634839659762205
"419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229374626124891,0,0,0,0.00363027728052836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171040506716976,"419","CLIB",76,12600,3,0.960675933991959
"420",0,0,0,0,0,0,0,0,0,0,0,0.00150051374296749,0,0,0,0,0,0,0,0,0,0,0,0,0.00124573278309112,0,0,0.033904130652583,0,0,0,7.8961017825441e-05,0,0,0,0,0,0,0,0,0.000138148972769108,0,0,0.000215175761968041,0.00186306465442335,0,0,0,0,0,0,0,0,0,0,"420","CLIB",186,16800,7,0.779378431233545
"421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203491718093176,0,0.00170700250360367,0.0621648444447447,0,0,0,0.00974875036954137,0,0,0,0,0,0,7.28781881014635e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"421","CLIB",223,16800,5,0.741882949338879
"422",0,0,0.000229186727335836,0,0.0015269726057122,0.000254284697146926,0,0,0.000374139479197845,0,0,3.56281076228303e-05,0,0.00600809436673315,0,0,0,0,0,0,0,0.000233326852031888,0,0,0,0,0,0.0702357224218443,0,0,1.18760358742768e-05,1.95850766737038e-05,0,0,0,0,0,0,0,0,0.000381427045720389,0.00112241843759354,0.00074827895839569,0,0.00394655625866081,0,0,0,0,0,0,0,0,0,0.000607466331229733,"422","CLIB",770,12600,15,0.693117918114612
"423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488090649878785,0,0,0,0.00223290839316057,0,0,0,0,0,0,0,0,0,0,0,0,0.00521331132157442,0,0,0,0,0,0,0,0,0,0.0144321052306107,"423","CLIB",280,16800,4,0.519123702683869
"424",0,0,0.268498587742234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"424","CLIB",9,12600,1,1
"425",0,0,0.0741060778233773,0,0,0,0,0,0,0,0.00210456813824358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475460860699742,0,0,0,0.00697470923581199,0,0,0,0,0,0,0.00210456813824358,0,0,0,0,0,0.000956388676358072,0,0,0,0,0,0,0,0,0,0.00286916602907422,"425","CLIB",93,16800,7,0.382955018017441
"426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138077311855231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"426","CLIB",7,8400,1,0.999999999999995
"427",0,0.227272727272727,0.00112381765057555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284988835430805,0,0,0,0.000739293166465078,0,0,0.00907308509110871,0,0,0.000739293166465078,0.00350126005222209,0,0,0,0,0,0,0,0,0,0.000703531729280991,0,0,0,0,0,0,0,0,0,0,0,0,0.000739293166465078,"427","CLIB",219,16800,9,0.864297013087441
"428",0,0,0.00117683841073138,0,0,0,0,0,0,0,0,0,0,0.00187377033821555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346502419165931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"428","CLIB",125,16800,3,0.862409225782537
"429",0,0.0235393750143957,0,0.0270567088928389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629489002110252,0,0.0263267864605098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168952214681947,0,0.00184547244094488,0,0,0,0,0,0.0489567998328284,"429","CLIB",92,16800,7,0.0770604080830258
