"","Andrena_sp","Anthophora_sp","Apis_mellifera","Attagenus_sp","Bombus_terrestris","Bombylius_sp","Cantharidae_sp","Colletes_sp","Dasypoda_sp","Diptera_sp7","Episyrphus_sp","Eristalis_sp","Eucera_sp","Eupeodes_sp","Hymenoptera_sp1","Lasioglossum_sp1","Lasioglossum_sp2","Lasioglossum_sp3","Lasioglossum_sp6","Lobonyx_aeneus","Malachius_sp","Malthodes_sp","Megachilidae_sp","Metasyrphus_corollae","Nitidulidae_sp1","Paragus_tibialis","Rhyncomyia_cupraea","Sphaerophoria_scripta","Syrphidae_sp1","Syrphidae_sp2","Syrphidae_sp3","Syrphidae_sp4","Xylocopa_cantabrita"
"150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.323243437327,0
"151",0,0,0,0,0,0,0,0,0,0,0,180.818312200829,0,0,0,0,302.513704072236,0,0,0,140.132776571551,0,0,0,0,0,0,0,0,0,755.671240158432,180.818312200829,42.2454258070696
"152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.591669464476,0,0,71.4466537542042,18.0619578972179,0,0,0,0,0,0,0,0,0,0,0,0
"153",0,0,0,0,872.15195088789,0,0,0,0,0,0,0,0,0,0,0,186.66220742293,0,0,0,0,0,0,0,0,0,0,0,0,0,31.030074195099,0,0
"154",0,0,0,128.358046452757,0,0,0,0,0,0,0,0,0,0,0,0,975.450519633442,0,0,0,0,0,0,0,0,0,0,0,0,0,675.182172508623,0,0
"155",0,0,0,0,0,111.78258117255,0,0,0,0,0,0,0,0,0,0,2193.60562756798,0,0,408.910637495187,0,0,0,0,0,0,0,0,0,0,1008.22476959132,0,0
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622.89692234008,0,0,111.353561671262,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",0,15.3742907693246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503.13033267149,0,0,36.2217962306773,2.92178904912415,0,0,0,0,0,0,0,0,0,0,0,0
"158",0,0,0,0,0,0,0,0,0,0,0,81.3260479881742,0,0,0,0,308.884390090116,0,0,0,28.4360189573459,40.6981192156741,0,0,0,0,0,0,0,0,0,0,0
"160",0,0,0,0,0,0,0,0,0,0,0,7.7733012312435,0,0,0,0,2022.06729335336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",0,0,0,0,0,0,0,0,0,0,0,78.7090057261843,0,0,0,0,1099.37550039233,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7470336202883,0,0
"162",0,0,0,0,0,0,0,0,0,0,0,21.4192694094344,0,0,0,0,485.335674537547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,0,0,0,68.844397611521,0,0,0,0,0,0,0,0,0,0,1638.42462322779,0,0,326.123128119801,179.154128786207,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,11.6173868947117,0,0,0,0,0,0,0,0,0,0,0,198.850172231841,0,0,16.9094532847315,0,0,0,0,0,0,5.29206639001982,0,0,0,0,0,0
"165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893.70913106447,0,0,98.8235294117648,0,0,0,0,406.483379957407,0,0,0,0,0,0,0,0
"181",0,0,0,0,0,0,0,0,0,0,0,66.4907651715038,0,0,0,0,252.444720452875,18.7192887933076,0,290.595622585928,0,0,0,0,0,0,0,0,0,0,0,0,9.69908547127649
"182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.95864557964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",0,0,0,0,0,0,0,119.843062656046,0,0,0,0,0,0,0,0,2158.29587126624,0,0,44.4666647060554,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",0,0,717.676096449591,0,143.535219289919,0,0,0,0,0,0,146.337922524136,0,0,0,0,4655.21689474803,0,0,0,628.676609613323,0,0,0,0,0,0,0,0,142.7056897603,0,0,0
"185",0,0,53.9434075857916,0,7.16495521356323,0,0,0,0,0,0,18.7928741895105,0,0,0,8.0041926723522,644.231027244346,0,0,76.6489958293823,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",0,0,10.7328175570026,0,16.6962722748607,0,0,0,0,0,0,71.0609938909687,0,0,0,0,1045.64294401199,6.92478911701922,0,16.3198506575981,0,0,0,0,0,0,18.7304438460037,0,0,0,0,0,63.7379949269759
"187",0,0,16.2914668439532,0,0,0,0,0,0,0,0,43.4787427182992,0,0,0,0,1187.28517343478,10.7754614773669,0,14.7349765389359,0,0,0,0,18.309128972065,0,0,0,0,0,0,0,0
"188",0,0,0,0,0,0,0,97.5845878309697,0,0,0,0,26.0162601626016,0,0,0,1123.50752863602,0,0,33.2196351772208,0,0,0,0,0,0,0,99.6589055316624,0,0,0,0,0
"189",0,0,230.192307692308,0,0,0,0,205.961538461538,0,0,0,15.7789280347303,0,0,0,0,999.093105743947,0,0,17.1954964176049,8.59774820880246,0,0,0,0,0,0,0,0,0,0,0,0
"190",0,0,0,0,0,0,0,0,0,0,0,238.735619617572,0,0,0,0,305.913814933909,0,0,214.903723753548,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",0,18.9482588467503,28.4223882701255,0,94.8290863919542,0,0,0,0,0,0,90.3711672942443,0,0,0,0,930.160557149527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.602016489507,0,0,0,0,0,0,0,0,0,0,0,0,0,201.783450708022,0,0
"193",0,0,22.8867011037579,0,0,0,0,0,260.770400405474,0,0,0,0,0,0,0,1096.53302618409,0,74.5058286872784,223.517486061835,299.347720950604,0,0,74.5058286872784,0,0,0,0,0,0,0,0,0
"194",0,0,0,0,0,0,0,117.263843648208,0,0,0,175.071458969622,0,0,0,0,200.254291163382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",0,0,0,0,0,0,0,362.403697996918,0,0,0,0,0,0,0,0,520.770615210404,0,0,135.901386748844,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",0,0,0,0,0,0,0,0,0,0,0,56.8813091729889,0,0,0,0,596.333061775718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",0,0,586.659987664262,302.567167966226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5526569544775,0,0,0,302.567167966226,0,0,0,0,0,0,0,0
"198",0,0,0,0,0,0,0,105.708076320752,0,0,0,146.178826766492,0,0,0,0,527.125639258236,0,0,0,0,0,0,0,0,0,0,15.2814595353189,0,0,0,0,0
"199",0,0,0,329.398896661698,0,0,0,0,0,0,0,0,0,0,0,0,382.243715027249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",0,0,0,0,0,0,0,0,0,0,0,37.5980137622886,0,0,0,0,447.830279652846,0,0,0,0,0,0,0,0,0,0,0,0,5.20500877998557,0,0,0
"201",0,0,16.0203432930706,3.04995582654447,0,0,0,0,0,8.1320302415637,0,11.8332081141999,0,0,0,0,466.903243250446,7.62488956636117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",0,0,0,0,0,0,0,62.6169927278148,0,0,0,0,0,0,0,0,53.0511011947219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",0,0,66.3776362214487,0,1007.94412185709,0,0,0,0,0,0,113.96882934083,0,0,0,0,1527.30200829568,0,0,0,0,0,0,0,0,0,0,0,0,76.0695421464745,0,0,0
"205",22.5624496373892,0,22.873147391761,0,0,0,0,0,20.2687897957914,0,0,0,0,0,0,0,214.970841470679,0,0,64.0317414387409,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.930204500854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.468654977738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",0,0,33.4394904458599,109.315369683982,0,0,0,0,0,0,0,0,0,0,0,0,57.6962703482382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.52772722624,0,0,221.889173289005,0,0,0,0,0,0,0,0,0,0,0,0,0
